version,build,date,bullet_text,BUFF,NERF,BUG_FIX,NEW_CONTENT,QOL,GAMEPLAY,OTHER,label_count,IS_HEADER,LABEL_V5,LABEL_V6,LABEL_V7
2.5.0,69713,"December 11, 2025",Damage increased from 100-120% to 100-140%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Chance to deal triple damage to Knocked Down enemies increased from 50-75% to 50-100%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Bonus damage increased from 35-55% to 50-70%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Bonus damage increased from 70-100% to 70-130%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","We heard the feedback from PTR loud and clear, and decided to revisit the suite of Teleport changes for the start of the season. We decided to keep the overall changes to Teleport Enchantment, but we wanted to give more of the cooldown reduction power lost there and put it back into itemization. You should have a clearer choice to invest using item slots or tempering to get a fully reset cooldown Teleport, while also maintaining a middle-ground level of investment that gives you a low cooldown option.",0,0,0,0,1,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",Teleport's Cooldown reduction increased from 1-2.5 to 3-4.5 seconds.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",New: Frost Skills deal 20-30%x increased damage and have a 40% chance to apply Vulnerable for 4 seconds.,1,0,0,1,0,0,0,2,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now: Each enemy hit by Teleport increases the damage by 5-15%|x| and reduces the Cooldown by 0.5 seconds of the next cast. Becoming Injured will Teleport you to a random location.,1,1,0,0,0,0,0,2,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",Previous (PTR): Gain 2/4/6% Jaguar Attack Speed and Cooldown Reduction.,1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",Now: Jaguar Skills deal 6/12/18%[x] increased direct damage to up to 3 of the Closest enemies to you.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Maximum quality is now 25, up from 20.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Quality increase per Masterwork is now 2-5, up from 1-3.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",Movement Speed After Killing an Elite increased from 20-22.5% to 25-45%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Maximum Life increased from 84-141 to 349-450.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Thorns increased from 45-70 to 211-281.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Casting Ultimate Skills Restores Primary Resource.,0,0,0,0,0,0,1,0,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Base Health for boss monsters has been increased.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",The chance for items with multiple Greater Affixes to drop has been increased in Torment tiers.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Cooldown Reduction can now naturally appear on rings, gloves, and shields.",0,0,0,0,1,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+30% Movement Speed (Inherent),0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+16-25% Movement speed,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+155-200% Core Skill damage,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+1-2 Core Skill ranks,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+26.5-40% Impairment Reduction,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",Damage increased from 80% to 160%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now: Gain 2/4/6% Jaguar Skill Attack Speed and Cooldown Reduction.,1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Now: Your Maximum Vigor is increased by 50%, and killing an enemy grants you 1 - 7 Vigor. While you have Ferocity, your new Poisoning effects last 33% longer.",1,0,0,1,0,0,0,2,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Now: A Pestilent Swarm spawns from you every 4 seconds, dealing x Poison damage per hit. Your Pestilent Swarms now orbit around you and reduce an equipped Eagle Skill's cooldown by 0.25 seconds per hit.",0,1,0,0,1,1,0,3,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Now: While you have at least 4 stacks of Ferocity, you gain 5-15%[x] increased damage and Armor. Gaining Ferocity also grants Resolve.",1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Damage Reduction per stack increased from 2% to 4%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Increased the debuff duration from 6 to 8 seconds.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Increased the total poison amount from 70% to 160%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Required attacks increased from 3 to 20.,1,0,0,0,1,0,0,2,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Healing increased from 5% to 8% of Maximum Life.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","The Undercity comes bearing gifts, despite Andariel's corruption! Most rewards in the Undercity have been buffed, with a particular focus on ensuring that both rarer and pre-Torment Tributes are more rewarding.",0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",Significantly increased Tribute of Pride's legendary item rewards.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Significantly increased Tribute of Mystique's magic rune rewards.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Increased the quality from Magic to Rare and reduced the drop chance of Tribute of Pride.,1,1,0,0,0,0,0,2,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Increased the quality from Magic to Rare and reduced the drop chance of Tribute of Mystique.,1,1,0,0,0,0,0,2,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Significantly increased the potency of Tribute of Growth's experience rewards before Level 60.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Significantly increased Tribute of Refinement's Obducite rewards.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Significantly increased Tribute of Radiance's ancestral legendary rewards.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Buffed item rewards from any Undercity run in Torment difficulty.,0,0,0,0,0,1,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",Increased the potency of experience orbs that spawn from any Undercity run before level 60.,1,0,0,0,0,1,0,2,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",+51-65 All Stats,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+424-457 Maximum Life,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",8.1-8.8% Cooldown Reduction,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+2-3 to Brawling Skills,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Casting a damaging Brawling Skill disables it afterwards. When all of these Skills that are on your Action Bar are disabled, they become re-enabled with their Cooldowns refreshed. Your Brawling Skills deal 50-100%[x] increased damage for each disabled Skill.",1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Inherent: Attacks Reduce Evade's Cooldown by 0.5 Seconds,0,1,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+1-2 Ranks of Endless Tempest,0,1,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+16.5-25.0% Movement Speed,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+41.5-55.0% Crowd Control Duration,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",16-25% Nature Magic Cooldown Reduction,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+2-3 to Bad Omen,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+521-561 Maximum Life,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+36.5-50% Chance for Golem to Hit Twice,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+1-2 Golem Mastery,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+9.0-11.0% Critical Strike Chance,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+16.0-25.0% Movement Speed,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+2-3 to Dance of Knives,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+62.5-85.0% Agility Damage,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+424-457 Maximum Life,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+57.0-75.0% Non-Physical Damage,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",+3-4 to Core Skills,0,0,0,0,0,0,1,0,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","For each Defensive Skill not on your Action Bar, you deal 20-40% increased damage and gain its associated Enchantment effect.",1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Damage is dealt to your Primary Resource before Life and damage taken this way is drastically reduced. Your Primary Resource is doubled but Maximum Life is reduced by 75%.,1,1,0,0,0,0,0,2,False,NERF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Resource Generation increased from 15% to,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Damage over time duration increased from 44% to 111%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Damage Reduction while you have a Barrier increased from 10-30% to 20-40%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Resource gain when becoming Unstoppable increased from 50 to 100.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now: Gain 15-35% increased damage to a set of damage types for 7 seconds alternating randomly between 2 sets:,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Fate can favor you granting the same bonus more than once, stacking up to 6 times. At Maximum, it's your lucky day!",1,0,0,0,0,0,0,1,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Chance for Thorns to activate explosions increased from 25-45% to 40-60%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",The rank 10 Weapon Expertise bonus now also applies when equipped to the Weapon Technique Slot.,1,0,0,0,1,0,0,2,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Damage increased from 60% to 100%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Now: Kick is now also a Core Skill. If Kick damages an enemy, it consumes up to 500 Fury and deals an additional 25%[x] damage per 20 Fury spent. Kick no longer Knocks Back enemies.",1,1,0,0,0,0,0,2,False,NERF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Increased collide damage from 54% to 100%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Duration increased from 6 to 10 seconds.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Two-Handed Bludgeoning damage increased from 75% to 150%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Two-Handed Slashing initial damage increased from 20% to 40%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Two-Handed Slashing bleeding damage increased from 120% to 240%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Dual Wield damage increased from 43% to 86%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Now: While Fortified, deal 4% increased damage.",1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Now: Each time a Brawling Skill deals direct damage to an enemy, your Charge, Leap, or Kick deals 4-10%[x] increased damage for 5 seconds, up to 20-50%[x].",1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Now: Whirlwind's Critical Strike Chance and Critical Strike Damage are increased by 6-10%[x] for each second it is channeled, up to 28-50%[x]. This bonus persists for 5 seconds after Whirlwind ends.",1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Now: Every 6 seconds, your next Mighty Throw detonates its pulses instantly as Fire Damage and deals 200-300%[x] increased damage.",1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Legendary Bonus now includes damage to Injured enemies.,1,0,0,0,0,0,0,1,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now: Swapping Weapons restores 12 Fury.,0,0,0,0,0,0,1,0,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Stacking Damage per second removed and Damage Bonus increased to 60%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Skill Ranks of Grizzly Rage now grant bonus damage instead of reducing Cooldown.,1,0,0,0,0,0,0,1,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Critical Strike Chance while Fortified increased from 20% to 25%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now restores 100 Spirit instead of fully restoring Spirit when the effect is activated.,0,0,0,0,0,0,1,0,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now restores 100 spirit instead of fully restoring Spirit.,0,0,0,0,0,0,1,0,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now restores 100 Spirit instead of fully restoring Spirit when the effect is activated.,0,0,0,0,0,0,1,0,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now restores 100 spirit instead of fully restoring Spirit.,0,0,0,0,0,0,1,0,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Now: While Fortified, your Earth Skills deal 4% increased damage.",1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now restores 100 Spirit in your resource meter instead of fully restoring Spirit when the effect is activated.,0,0,0,0,0,0,1,0,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now restores 100 spirit instead of fully restoring Spirit.,0,0,0,0,0,0,1,0,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",Now restores 100 Spirit in your resource meter instead of fully restoring Spirit when the effect is activated.,0,0,0,0,0,0,1,0,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Now restores 500 spirit instead of fully restoring Spirit.,0,0,0,0,0,0,1,0,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Unstoppable duration when using Golem's active increased from 1.5 to 3 seconds.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Damage increased from 85% to 110%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025",Damage increased from 110% to 145%.,1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Now: Your Minions gain 40%[+] Attack Speed and 40%[x] increased damage. When one of your Minions die, your other Minions enrage, dealing 20%[x] increased damage for 3 seconds.",1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Now: While Fortified, Blood Surge deals 65% increased damage.",1,0,0,0,0,0,0,1,False,BUFF,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Now: Each Cast of Blood Lance will launch an additional Blood Lance at a Nearby enemy when it first hits an enemy, dealing 60-100% of normal damage.",1,0,0,0,0,0,0,1,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1,False,OTHER,OTHER,BUFF
2.5.0,69713,"December 11, 2025",Now: Bone Spear deals 20-40% additional damage and is a Blood Skill. Casting Bone Spear will launch another Bone Spear if it can consume a nearby Corpse and 5% of your Maximum Life.,1,0,0,0,0,0,0,1,False,OTHER,BUFF,BUFF
2.5.0,69713,"December 11, 2025",The Inherent affix where Bone Spear reduces Blood Wave's cooldown has been removed.,0,1,0,0,0,0,0,1,False,NERF,NERF,BUFF
2.5.0,69713,"December 11, 2025",Damage Reduction while you have a Barrier affix replaced with Cooldown Reduction.,0,0,0,0,0,0,1,0,False,OTHER,NERF,BUFF
2.5.0,69713,"December 11, 2025",Legendary Bonus now includes damage to Injured enemies.,1,0,0,0,0,0,0,1,False,OTHER,BUFF,BUFF
