version,build,date,bullet_text,BUFF,NERF,BUG_FIX,NEW_CONTENT,QOL,GAMEPLAY,OTHER,label_count,IS_HEADER,LABEL_V5,LABEL_V6,LABEL_V7
2.5.0,69713,"December 11, 2025",Fixed an issue where some bosses could fail to spawn if the player was in stealth when the boss was supposed to spawn.,0,0,1,0,0,1,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where monsters with the Illusory affix could spawn monsters with the Life-Link affix that could then be killed instantly.,0,0,1,0,0,1,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue in multiple dungeons where only one instance of animus needed to be collected before the dungeon could be progressed.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where progression through Escalating Nightmare Dungeons could be blocked by teleport effects.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where some monsters could deal more damage than expected.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where some Nightmare Dungeon Affixes could remain active outside of the dungeon.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the cost for enchanting an item at the Occultist was not consistent for all two-handed weapons.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the material cost for Masterworking was displayed inaccurately.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Damage Per Second value was inconsistently displayed between the Masterworking tab and the weapon itself.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Items salvaged for far more materials than intended.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Soulbrand Unique did not give the correct amount of Barrier.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Feo rune would reset its cooldown when swapping weapons.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Attack Speed could appear as an affix on a Two-Handed weapon through enchantment.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed multiple instances of Paragon node bonus effects not being properly being granted.,1,0,1,0,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed multiple instances where items had the incorrect values of elemental resistances.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Heavenly Sigils could fail to be consumed when Sanctifying an item.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Strategic Rallying Cry did not show the accurate amount of Life gained.,1,0,1,0,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Ugly Bastard Helm did not have the appropriate amount of Fire Resistance.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Brash Node no longer granted resistances as a bonus.,1,1,1,0,0,0,0,3,False,NERF,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Yul rune was not triggered by Ground Stomp if Chainscourged Mail was equipped.,0,0,1,0,1,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Ramaladni's Magnum Opus was active even when the active skill wasn't using the weapon.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an amount where the Fury cost for Kick was incorrect.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Preserving Earthen Bulwark was granting the incorrect amount of Fortify.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Ancestral Fortitude didn't increase non-physical resistance.,1,0,1,0,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Movement Speed buff from Khamsin Steppewalkers could be permanently granted when casting two defensive skills in a row.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the description for the buff from Khamsin Steppewalkers displayed the wrong values.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the description for Grizzly Rage didn't properly display the damage increase for adding additional skill points.,1,0,1,0,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Golems were not properly smaller while in town while using Gravebloom.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Rapid Ossification passive was not granting cooldown reduction for more than 100 Essence at a time.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Sacrificing Defenders did not provide the bonus Elemental resistances as intended.,1,0,1,0,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Paranormal Sever would occasionally fail to apply Vulnerable and Fear.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the tempering affix for Dance of Knives to deal Double damage could stack to deal incredibly high values.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Teleport Enchantment tooltip was showing the wrong cooldown.,0,0,1,0,1,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Oculus could randomly teleport the player while they are healing.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Antivenom Passive was not functioning.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Jaguar Main Hall would not benefit from Aspect of Unyielding Hits.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Ravager would dash to targets uncontrollably when non-Casted core skills were invoked.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025","Fixed an issue where the Eagle Primary Spirit Hall's damage was being increased far more than intended by bonuses to Spirit Hall Potency, such as from Wushe Nak Pa.",1,0,1,0,0,0,0,2,False,BUFF,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025","Fixed an issue where Mystic Circle would be empowered by skills that were not cast, such as from Path of the Emissary.",0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where The Protector did not smash immediately upon landing.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Tempering an item would prevent selecting other items that could also apply that affix from being slotted into the tempering window.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the World Map could not be viewed while inside a Capstone dungeon.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the visual indicatorfor Fortify could be higher than the actual Fortify amount.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the quest to Masterwork an item was not completed when Masterworking an item.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025","Fixed an issue where abilities could be used and combat was allowed in the Heavenly Forge. (Gentlemen, you can’t fight in here this is the War Room!)",0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025","Fixed an issue where Champions didn't behave like Elites in various contexts, such as not dropping the expected kind of loot.",0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Undercity tributes weren't dropping as expected.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where sometimes the Undercity could not be accessed when it should be.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where some bosses granted more experience than intended.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Torment could not be unlocked until reaching level 60.,0,0,1,1,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed the tooltip to clarify it invokes a free Concussive stomp rather than Casting.,0,0,1,0,1,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the rank 5 Protector Thorns damage bonus was being applied less than intended.,1,1,1,0,0,0,0,3,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Touch of Death didn't spawn a swarm if the target was killed by the initial strike damage.,0,0,1,0,0,1,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Poised Touch of Death did not get applied when a Core Skill hit twice.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Convergency Legendary Node didn't scale properly with the Canny Glyph's legendary bonus.,1,0,1,0,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Drive Paragon Node could scale damage higher than intended.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where the Unyielding Hits Aspect didn't increase the damage of the Centipede Main Hall effect as expected.,1,0,1,0,0,0,0,2,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Hesha E Kesungi would display as having one more Greater Affix than it had.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Aspect of Fleet Wings could occasionally not grant Unhindered.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Aspect of Fleet Wings could snapshot the damage buff from Unrestrained Power.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where bonus Armor and Thorns gained from the Bruiser's Aspect did not display while in town.,1,0,1,0,1,0,0,3,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Xal Rune would occasionally not properly maintain your current Life percentage when it triggered.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Moni Rune would reset its counter when Weapon Swapping.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
2.5.0,69713,"December 11, 2025",Fixed an issue where Jah rune's Teleport would Teleport you in a random direction while using The Oculus.,0,0,1,0,0,0,0,1,False,BUGFIX,BUGFIX,BUGFIX
